/home/neptukur/Desktop/track/IMG/center_2019_12_29_23_33_34_031.jpg,/home/neptukur/Desktop/track/IMG/left_2019_12_29_23_33_34_031.jpg,/home/neptukur/Desktop/track/IMG/right_2019_12_29_23_33_34_031.jpg,0,1,0,30.19029
/home/neptukur/Desktop/track/IMG/center_2019_12_29_23_33_34_102.jpg,/home/neptukur/Desktop/track/IMG/left_2019_12_29_23_33_34_102.jpg,/home/neptukur/Desktop/track/IMG/right_2019_12_29_23_33_34_102.jpg,0,1,0,30.19029
/home/neptukur/Desktop/track/IMG/center_2019_12_29_23_33_34_184.jpg,/home/neptukur/Desktop/track/IMG/left_2019_12_29_23_33_34_184.jpg,/home/neptukur/Desktop/track/IMG/right_2019_12_29_23_33_34_184.jpg,0,1,0,30.19029
/home/neptukur/Desktop/track/IMG/center_2019_12_29_23_33_34_264.jpg,/home/neptukur/Desktop/track/IMG/left_2019_12_29_23_33_34_264.jpg,/home/neptukur/Desktop/track/IMG/right_2019_12_29_23_33_34_264.jpg,0,1,0,30.1903
/home/neptukur/Desktop/track/IMG/center_2019_12_29_23_33_34_334.jpg,/home/neptukur/Desktop/track/IMG/left_2019_12_29_23_33_34_334.jpg,/home/neptukur/Desktop/track/IMG/right_2019_12_29_23_33_34_334.jpg,0,1,0,30.1903
/home/neptukur/Desktop/track/IMG/center_2019_12_29_23_33_34_418.jpg,/home/neptukur/Desktop/track/IMG/left_2019_12_29_23_33_34_418.jpg,/home/neptukur/Desktop/track/IMG/right_2019_12_29_23_33_34_418.jpg,-0.2,1,0,30.17985
/home/neptukur/Desktop/track/IMG/center_2019_12_29_23_33_34_485.jpg,/home/neptukur/Desktop/track/IMG/left_2019_12_29_23_33_34_485.jpg,/home/neptukur/Desktop/track/IMG/right_2019_12_29_23_33_34_485.jpg,0,1,0,30.18451
/home/neptukur/Desktop/track/IMG/center_2019_12_29_23_33_34_563.jpg,/home/neptukur/Desktop/track/IMG/left_2019_12_29_23_33_34_563.jpg,/home/neptukur/Desktop/track/IMG/right_2019_12_29_23_33_34_563.jpg,0,1,0,30.18978
/home/neptukur/Desktop/track/IMG/center_2019_12_29_23_33_34_636.jpg,/home/neptukur/Desktop/track/IMG/left_2019_12_29_23_33_34_636.jpg,/home/neptukur/Desktop/track/IMG/right_2019_12_29_23_33_34_636.jpg,0,1,0,30.19021
/home/neptukur/Desktop/track/IMG/center_2019_12_29_23_33_34_714.jpg,/home/neptukur/Desktop/track/IMG/left_2019_12_29_23_33_34_714.jpg,/home/neptukur/Desktop/track/IMG/right_2019_12_29_23_33_34_714.jpg,0,1,0,30.19029
